id,dimension,new_suggestion,certainty,explanation
lni120/45,research_position,research_infrastructure_support,0.9,"Die Software dient primär der Unterstützung von Software-Entwicklungsprozessen, insbesondere der Integration von Business Process Management (BPM) und Workflow Management (WfM) für das Design elektronischer Systeme. Sie stellt eine Infrastruktur für die Koordination verteilter Designaufgaben und die Verwaltung von Tools und Ressourcen bereit (vgl. Abstract und Abschnitt 4.1, 4.4, 4.5)."
lni124/49,techstack,hardware_description_languages,0.8,"Die Implementierung nutzt die Xilinx EDK 8.1 mit MicroBlaze- und PowerPC-Softcores, die typischerweise in C/C++ programmiert werden. Explizit genannt wird dies nicht, aber es ist die gängige Praxis für solche Systeme. Zusätzlich wird FPGA-Logik verwendet, was auf Hardware-Beschreibungssprachen hindeutet, die jedoch nicht explizit genannt werden."
lni366/Faehndrich_et_al,software_type,multi_modal_rag_framework,0.8,"Die Software umfasst eine Full-Stack-Anwendung (Frontend für Interaktion mit Ermittlern, Backend für RAG/LLM-Verarbeitung) und nutzt Bibliotheken/Pakete (z.B. CLIP für Multi-Modal Embeddings). Da RAG-Systeme als Framework für domänenspezifische Anpassungen dienen, könnte 'multi_modal_rag_framework' eine präzisere Subkategorie sein."
lni109/75,software_type,simulation_framework,0.8,"Die Software umfasst numerische und mathematische Komponenten (z. B. Berechnung von Tourlängen, Marginalkosten) und dient als Framework zur Simulation und Optimierung von Transportnetzwerken. Da 'numerical_mathematical' nicht alle Aspekte abdeckt, wird 'simulation_framework' als ergänzende Subkategorie vorgeschlagen."
lni107/105,software_type,requirements_parsing_framework,0.8,"Die Software wird als universeller Parser und Elicitation-Technik beschrieben, die als wiederverwendbare Komponente (Bibliothek/Paket) für die Verarbeitung von Anforderungen dienen soll. Allerdings wird kein funktionsfähiger Code oder Prototyp vorgestellt, sondern das Konzept erläutert, daher auch 'conceptual'. Die vorgeschlagene neue Subkategorie 'requirements_parsing_framework' könnte die spezifische Ausrichtung besser erfassen."
lni107/105,techstack,prolog_or_dcg_based,0.5,"Der Text erwähnt die Nutzung eines Prolog-Parsers im NIBA-Projekt (Section 2.2) und die Verwendung von Definite Clause Grammar (DCG). Allerdings wird keine explizite Programmiersprache für die im Paper vorgeschlagene Entropie-basierte Methode genannt. Die Unsicherheit ist hoch, da keine konkrete Implementierung beschrieben wird."
lni220/1005,software_type,environmental_information_system,0.7,"Der Text beschreibt umfassende Umweltinformationssysteme (z.B. Umweltinformationssystem Baden-Württemberg), die als Full-Stack-Anwendungen klassifiziert werden können. Zudem werden Middleware-Dienste (z.B. SEIS) und Simulationsframeworks (z.B. 'Limits to Growth') erwähnt. Da 'environmental_information_system' als spezifische Kategorie fehlt, wird sie vorgeschlagen."
lni120/61,research_position,research_infrastructure_support,0.9,"Die Software dient primär der Unterstützung von kollaborativen Designprozessen in virtuellen Organisationen durch die Bereitstellung einer ICT-Infrastruktur, die Interoperabilität und Kommunikation zwischen heterogenen Systemen ermöglicht. Dies entspricht der Definition von 'research_infrastructure_support' als Position im Forschungsprozess."
316/DELFI_2021_187-192,techstack,csv_file_format,0.8,"Der Techstack umfasst JavaScript/JSON (REST API von RAGE Analytics), C# (Unity Engine), PHP (Skript zur Datenverarbeitung) und CSV-Dateien (Mapping und Speicherung von CQs). SQL-Datenbanken werden implizit durch RAGE Analytics genutzt. CSV als Dateiformat ist nicht explizit als Techstack-Kategorie aufgeführt, wird aber intensiv genutzt."
lni122/341-342,software_type,theorem_prover,0.8,"Theorembeweiser sind numerisch/mathematisch fokussierte Software, da sie formale Beweise mechanisch führen. Die Subkategorie 'numerical_mathematical' passt am ehesten, aber 'theorem_prover' wäre eine präzisere Bezeichnung."
lni109/570,software_type,vr_application,0.95,"Die Software ist eine Mixed-Reality-Anwendung, die explizit als solche beschrieben wird. Da 'vr_application' als Subkategorie existiert, aber 'mixed_reality_application' nicht, wird letztere als neue Subkategorie vorgeschlagen, um die spezifische Art der Software präziser zu benennen."
lni109/570,techstack,directshow_video_capture,0.5,"Der Text erwähnt die Nutzung von 'VideoCapture Wrapper for DirectShow' (Abschnitt 7 Acknowledgments) und 'video tracking' (Abschnitt 4 Technical issues), aber keine expliziten Programmiersprachen. Da DirectShow eine Technologie für Videoaufnahme ist, wird sie als neue Subkategorie vorgeschlagen. Andere Technologien (z. B. Joysticks, Projektor) sind Hardware und keine Programmiersprachen."
lni110/100,software_type,data_fusion_framework,0.85,"Die Software umfasst eine objektorientierte Data-Fusion-Bibliothek (library_package) und agiert als Middleware zwischen Sensoren und Anwendungen (middleware_service). Zudem wird ein Framework für Simulation und Testing beschrieben, das über reine numerische/mathematische Software hinausgeht. Da 'data_fusion_framework' spezifischer ist, wird es als neue Subkategorie vorgeschlagen."
316/DELFI_2021_91-96,techstack,social_vr_platform_techstack,0.5,"Der Techstack wird nicht explizit genannt. Es wird jedoch auf Social VR Plattformen wie ViLeArn verwiesen, und die Nutzung von VO in VR impliziert die Verwendung von VR-spezifischen Technologien. Da keine konkreten Programmiersprachen oder Frameworks genannt werden, kann keine der vorgegebenen Kategorien zugeordnet werden. Eine neue Subkategorie für Social-VR-Plattform-Technologien wird vorgeschlagen."
lni108/3,software_type,biometric_template_protection_toolkit,0.8,"Die Software umfasst numerische und mathematische Komponenten (z.B. Histogramm-basierte Feature-Extraktion, BCH-Codes, fuzzy extractors) und könnte als Bibliothek/Paket für biometrische Template-Schutzmechanismen wiederverwendet werden. Da die genaue Art der Wiederverwendung nicht explizit genannt wird, wird 'library_package' als passendste Kategorie gewählt. Eine spezifischere Subkategorie wie 'biometric_template_protection_toolkit' wäre jedoch präziser."
lni337/03_02_07_Steinert,software_type,forensic_analysis_toolkit,0.7,"Die beschriebenen Verfahren (z. B. PhotoDNA, C4All, FaceMatch) sind typische Beispiele für Analyse-Pipelines oder Toolkits, die zur automatisierten Auswertung digitaler Beweismittel dienen. Da sie als wiederverwendbare Algorithmen und Methoden beschrieben werden, können sie auch als 'library_package' klassifiziert werden. Die vorgeschlagene neue Subkategorie 'forensic_analysis_toolkit' würde die domänenspezifische Ausrichtung besser erfassen."
lni337/03_02_07_Steinert,techstack,machine_learning_deep_learning_frameworks,0.3,"Die Publikation erwähnt explizit den Einsatz von maschinellem Lernen und Deep Learning (z. B. für Bildklassifikation und Textanalyse), nennt jedoch keine spezifischen Programmiersprachen oder Technologien. Daher ist die Sicherheit gering, und es wird eine neue Subkategorie vorgeschlagen, die diese Technologien allgemein umfasst."
lni124/37,software_type,simulation_framework,0.9,"Die Software ist primär numerisch/mathematisch fokussiert (Multigrid-Solver, finite Elemente), aber der Rahmencharakter (HHG als Framework für adaptive Gitterverfeinerung und Parallelisierung) legt nahe, dass 'simulation_framework' als zusätzliche Kategorie passt. 'numerical_mathematical' allein deckt dies nicht vollständig ab."
lni55/GI-Proceedings.55-17,research_position,research_infrastructure_support,0.9,"Die Publikation beschreibt die Entwicklung einer Infrastruktur für Workflow-Management in Grid-Computing-Umgebungen, die primär der Unterstützung von Software-Entwicklungsprozessen und der Orchestrierung von Grid-Services dient. Dies entspricht der Bereitstellung einer Entwicklungsinfrastruktur für Forschungs- und Entwicklungsprojekte."
lni165/286,software_type,simulation_framework,0.9,"Die Software ist ein Framework zur Simulation und Generierung von hexagonalen Gittern in P2P-Netzwerken (vgl. Abschnitt 3.1: P2PNetSim als Simulationswerkzeug). Da 'numerical_mathematical' nicht vollständig passt, wird 'simulation_framework' vorgeschlagen."
lni42/GI-Proceedings.42-10,techstack,j2me_mobile_tech,0.5,"Der Techstack wird nicht explizit genannt, aber die Erwähnung von 'J2ME' (Java 2 Micro Edition) als Technologie für personalisierte Anwendungen deutet auf eine mobile Java-basierte Implementierung hin. Da dies nicht in den vorgegebenen Kategorien enthalten ist, wird 'j2me_mobile_tech' als neue Subkategorie vorgeschlagen."
lni110/227,software_type,simulation_framework,0.9,"Die Publikation beschreibt die Entwicklung eines integrativen Modellierungsansatzes basierend auf zellularen Automaten, der sowohl Materialflusssimulation als auch Netzwerksimulation verbindet. Dies geht über reine numerisch/mathematische Software hinaus und stellt ein Framework für die Simulation verteilter Systeme dar."
lni115/78,software_type,bioinformatics_analysis_toolkit,0.8,"Die Software wird als Algorithmus in C++ implementiert ('implemented the algorithm in C++'), was auf ein Command Line Tool hindeutet. Gleichzeitig wird die Methode als Modifikation eines bestehenden Tools (SSM) beschrieben, was auf eine wiederverwendbare Bibliothek/Paket-Komponente schließen lässt. Da die Software spezifisch für bioinformatische Analysen (Proteinstrukturvergleich) entwickelt wurde, könnte eine präzisere Subkategorie sinnvoll sein."
lni71/GI-Proceedings.71-13,software_type,simulation_framework,0.85,"Die Software umfasst numerische und mathematische Komponenten (z.B. Scoring-Funktionen, Branch & Bound-Algorithmen) und dient als Framework für die Simulation von molekularen Docking-Prozessen. Da 'numerical_mathematical' nicht vollständig passt, wird 'simulation_framework' als neue Subkategorie vorgeschlagen."
316/DELFI_2021_85-90,techstack,vr_development_tools,0.5,"Der Techstack wird nicht explizit genannt. Die Anwendungen basieren auf VR-Technologie, aber konkrete Programmiersprachen oder Frameworks sind nicht angegeben. Daher wird 'vr_development_tools' als neue Subkategorie vorgeschlagen, da dies am ehesten passt."
lni329/30-BIOSIG_2022_paper_20,techstack,unspecified_vision_processing_tools,0.0,"Der Text erwähnt keine expliziten Programmiersprachen oder Technologien für die Implementierung. Es werden jedoch Tools zur Verarbeitung von Kameradaten (DAVIS346, FLIR Duo R) und Algorithmen wie Hintergrundsegmentierung (KNN) oder Normalized Cross-Correlation verwendet, die typischerweise in Python, C++ oder MATLAB umgesetzt werden könnten. Da keine konkrete Sprache genannt wird, bleibt der Techstack unspezifiziert."
lni104/103,techstack,web_service_standards,0.7,"Explizit genannt werden XML-Technologien (XML, PML, WML) und Webstandards (xHTML, WAP). Die Nutzung von Webservices (Middleware-Ebene) ist belegt, aber die konkrete Programmiersprache (z.B. JavaScript) ist nicht explizit genannt, wird aber aufgrund der Webbasierung angenommen. Eine neue Subkategorie für Webservice-Standards (z.B. SOAP, REST) könnte sinnvoll sein."
lni12/14,software_type,uml_animation_tool,0.85,"Die Software ist als Erweiterung eines UML-Modellierungswerkzeugs (TOGETHER) konzipiert und nutzt VRML für die 3D-Animationen. Da VR-Anwendungen eine spezifische Art von Forschungssoftware sind, wird 'vr_application' als Kategorie gewählt. Die vorgeschlagene neue Subkategorie 'uml_animation_tool' könnte die spezifische Ausrichtung besser erfassen."
lni12/14,techstack,vrml,0.95,"Die Publikation nennt explizit Java (für das Parsing und die VRML-Code-Generierung) und XML/XMI (für den Export und die Modellrepräsentation). VRML wird als Technologie für die 3D-Animationen verwendet, ist aber nicht in den vorgegebenen Kategorien enthalten."
316/DELFI_2021_205-216,techstack,docker_container_technologies,0.9,"Explizit genannt werden JavaScript/TypeScript (Frontend: Angular; Backend: Node.js, Express.js) und Datenbanken (für das Backend). Docker und Container-Technologien (Rancher, Træfik) sind zentral für die Architektur, wurden aber nicht als Techstack-Kategorie vorgegeben. Daher wird 'docker_container_technologies' als neue Subkategorie vorgeschlagen."
lni105/251,software_type,verification_tool,0.7,"UPPAAL ist ein Tool für formale Verifikation, das numerisch/mathematische Methoden nutzt. Da 'numerical_mathematical' nicht vollständig passt, wird 'verification_tool' als präzisere Subkategorie vorgeschlagen."
lni105/251,techstack,uppaal_specific,0.0,"UPPAAL wird explizit genannt, aber es ist keine der vorgegebenen Kategorien. Daher wird 'uppaal_specific' als neue Subkategorie vorgeschlagen."
lni122/LNI-122-Proceedings-komplett,research_position,research_infrastructure_support,0.9,"Die Publikation beschreibt ASKME, ein Tool, das primär die Kommunikation und Awareness in verteilten agilen Softwareentwicklungsteams unterstützt. Dies dient der Infrastruktur für Forschungs- und Entwicklungsprojekte, insbesondere zur Unterstützung von Software-Entwicklungsprozessen (z.B. direkte Kommunikation, Status-Tracking, Integration in Entwicklungsumgebungen wie Eclipse)."
lni279/B1-65,software_type,formal_verification_framework,0.7,"Die Software umfasst eine Bibliothek von Anpassungsregeln (KAdapt) und ein Framework zur Simulation und Verifikation (Timed-Automata-Modelle). Da 'simulation_framework' nicht vollständig passt, wird 'formal_verification_framework' als präzisere neue Subkategorie vorgeschlagen. 'library_package' trifft auf die wiederverwendbaren Anpassungsregeln zu."
lni279/B1-65,techstack,systemc,0.6,"Die Publikation erwähnt explizit die Nutzung von SystemC für die Implementierung der formalen Modelle. SystemC ist eine C++-basierte Sprache, daher wird 'c_cpp' als beste vorhandene Kategorie gewählt. Da SystemC jedoch spezifischer ist, wird es als neue Subkategorie vorgeschlagen."
lni101/47,software_type,e_learning_multimedia_system,0.7,"Die Software ist eine Full-Stack-Anwendung (webbasiertes E-Learning-System) und nutzt Animationen, die als Plugins/Erweiterungen (z. B. Flash-Animationen) integriert werden. Die vorgeschlagene Subkategorie 'e_learning_multimedia_system' würde die spezifische Ausrichtung besser erfassen."
lni31/GI-Proceedings.31-10,techstack,matlab_simulation,0.8,"Das Paper erwähnt keine konkrete Programmiersprache oder Technologie für die Implementierung, sondern beschreibt ein konzeptionelles System. Allerdings wird die Verwendung von Gabor-Filtern und LDPC-Codes diskutiert, was auf eine mögliche MATLAB-Simulation hindeuten könnte (häufig für Signalverarbeitung genutzt), aber dies ist nicht explizit belegt."
lni125/113,software_type,simulation_framework,0.7,"Die Software umfasst numerische und algorithmische Komponenten zur Simulation von Pflanzenwachstum (z.B. L-Systeme, prozedurale Modellierung), was über eine reine 'numerical_mathematical'-Kategorie hinausgeht. Zudem werden kommerzielle Systeme wie Xfrog oder CINEMA 4D erwähnt, die als Full-Stack-Anwendungen klassifiziert werden können. Da 'simulation_framework' nicht in den vorgegebenen Kategorien enthalten ist, wird sie als neue Subkategorie vorgeschlagen."
lni52/GI.-.Proceedings.52-4,software_type,authoring_tool,0.8,"Die Publikation beschreibt verschiedene Arten von Software: (1) Plugins/Erweiterungen (z. B. Word-Plugins für XML-Export), (2) Full-Stack-Anwendungen (z. B. FrameMaker, OpenOffice als integrierte Autorenumgebungen), und (3) Datenaustausch-Standards (XML-Sprachen wie LMML, <ML>3). Da die Werkzeuge speziell für das Authoring von XML-basierten Lehrmaterialien entwickelt wurden, könnte 'authoring_tool' als neue Subkategorie vorgeschlagen werden."
lni331/B1-7,techstack,go,0.95,"Die Implementierung nutzt Go (Tendermint Core ist in Go geschrieben, vgl. Abschnitt 3.2 und 4.2) sowie SQL-Datenbanken (PostgreSQL und MySQL, vgl. Abschnitt 3.3 und 4.1). Die Verwendung von Go ist explizit belegt, auch wenn es nicht in den vorgegebenen Subkategorien enthalten ist."
lni12/8,research_position,research_infrastructure_support,0.9,"Die Software dient primär der Unterstützung von Software-Entwicklungsprozessen, insbesondere der Integration von Analysemustern in CASE-Tools, und ist damit eine Infrastruktur für Forschungs- und Entwicklungsprojekte. Dies wird explizit im Abstract und Text beschrieben (z.B. 'Unterstützung einer systematischen Einbettung von Mustern in die verwendete Entwicklungsmethodik', 'Integration in die Entwicklungsumgebung')."
lni338/45,techstack,nlp_text_mining_frameworks,0.5,"Der Techstack ist nicht explizit genannt, aber NLP und Text Mining deuten auf Python hin. Da dies nicht sicher belegt ist, wird eine neue Subkategorie für NLP/Text-Mining-Frameworks vorgeschlagen."
lni368/infos2025_wi_1,software_type,survey_instrument,0.7,"Das CIML ist ein Fragebogeninstrument mit zwei Anwendungskontexten (Gesichtserkennung und Textgenerierung), das kontextuelle Einleitungen, Multiple-Choice-Fragen und Piktogramme umfasst. Es ist webbasiert verfügbar (vgl. Fußnote 4: 'https://osf.io/g7dkf/') und erfordert eine Full-Stack-Implementierung (Frontend für Nutzerinteraktion, Backend für Datenauswertung). Da 'full_stack_application' nicht perfekt passt, wird 'survey_instrument' als präzisere Subkategorie vorgeschlagen."
lni120/45,research_position,research_infrastructure_support,0.9,"Die Software dient primär der Unterstützung von Software-Entwicklungsprozessen, insbesondere der Integration von Business Process Management (BPM) und Workflow-Management (WfM) für die kollaborative Entwicklung elektronischer Systeme. Sie stellt eine Infrastruktur für die Koordination verteilter Designaufgaben und die Verwaltung von Tools und Ressourcen bereit (vgl. Abstract und Abschnitt 4)."
lni124/49,techstack,hardware_description_languages,0.7,"Die Implementierung nutzt MicroBlaze- und PowerPC-Cores, die typischerweise in C/C++ programmiert werden. Explizit erwähnt wird die Nutzung von Xilinx EDK 8.1, was auf C/C++ hindeutet. Hardware-Beschreibungssprachen (z.B. VHDL) werden nicht explizit genannt, sind aber für FPGA-Implementierungen üblich und könnten als neue Subkategorie vorgeschlagen werden."
lni307/A6-0,techstack,semantic_web_technologies,0.7,"Der Text erwähnt semantische Annotation, Ontologien und XML-basierte Standards (z.B. Verwaltungsschale, OPC Foundation, ECLASS) explizit. Konkrete Programmiersprachen werden nicht genannt, daher wird 'conceptual' als Platzhalter genutzt. Eine neue Subkategorie für Semantic-Web-Technologien (z.B. RDF, OWL) wäre sinnvoll, da diese im Kontext der semantischen Interoperabilität relevant sind."
lni31/GI-Proceedings.31-10,techstack,c_cpp_simulation,0.8,"Das Paper erwähnt keine konkrete Programmiersprache, beschreibt aber die Implementierung von Algorithmen (Gabor-Filter, LDPC-Codes), die typischerweise in C/C++ umgesetzt werden. Da dies jedoch nicht explizit genannt wird, wird 'conceptual' als Hauptkategorie gewählt, mit dem Vorschlag einer neuen Subkategorie für simulationsnahe Sprachen wie C/C++."
lni48/GI.Band.48-15,techstack,formal_theory_language_for_the_l,0.9,"Die Publikation beschreibt das System SAD (System for Automated Deduction) und die formale Sprache ForTheL (Formal Theory Language), die für die Repräsentation mathematischer Texte verwendet wird. Es wird jedoch KEINE explizite Programmiersprache oder Technologie für die Implementierung genannt. Stattdessen liegt der Fokus auf der konzeptuellen Beschreibung der Architektur und der Logik des Systems. Daher wird 'conceptual' gewählt. Da ForTheL eine spezifische formale Sprache ist, die nicht in den vorgegebenen Kategorien enthalten ist, wird 'formal_theory_language_for_the_l' als neue Subkategorie vorgeschlagen."
316/DELFI_2021_85-90,techstack,linden_scripting_language,0.7,"Die Publikation erwähnt explizit die Nutzung von Lapentor (Web-basierte Software zur Erstellung von 360-Grad-Touren) und AltspaceVR (Social VR-Plattform), die beide auf Web-Technologien basieren. Zudem wird die selbst erstellte VR-Anwendung 'Cuisine française interculturelle' im FoLD-Projekt genannt, deren Implementierungstechnologie jedoch nicht explizit angegeben ist. Die Linden Scripting Language (LSL) wird im Text nicht erwähnt, aber Second Life (das LSL verwendet) wird als Vergleichsplattform genannt. Da LSL nicht in den vorgegebenen Kategorien enthalten ist, wird sie als neue Subkategorie vorgeschlagen, obwohl sie nicht direkt belegt ist. Die Sicherheit ist daher reduziert."
lni105/251,techstack,uppaal_model_checker,0.8,"Die Publikation erwähnt explizit die Verwendung von UPPAAL (ein Model-Checker-Tool, das oft mit C/C++ integriert wird) und verweist auf die AUTOSAR-Standards, die auf XML-Technologien basieren. UPPAAL selbst ist keine Programmiersprache, aber da es im Text prominent genannt wird und eng mit der Verifikation von Software-Systemen verbunden ist, wird eine neue Subkategorie 'uppaal_model_checker' vorgeschlagen."
lni122/LNI-122-Proceedings-komplett,research_position,research_infrastructure_support,0.9,"Die Publikation beschreibt ASKME als ein Tool, das primär die Kommunikation und Awareness in verteilten agilen Entwicklungsteams unterstützt. Dies dient der Schaffung einer Infrastruktur für Software-Entwicklungsprozesse, insbesondere für die Zusammenarbeit in verteilten Teams (vgl. Abschnitt 5: 'ASKME, ’Awareness Support Keeping Messages Environment’')."
lni279/B1-65,software_type,formal_verification_framework,0.7,"Die Software umfasst eine Bibliothek von Anpassungsregeln (library_package) und ein Framework zur Simulation/Modellierung selbstadaptiver Systeme (simulation_framework). Zudem wird ein formaler Verifikationsansatz beschrieben, der als 'formal_verification_framework' klassifiziert werden könnte, da er über reine numerische/mathematische Tools hinausgeht."
lni307/A6-0,research_position,research_infrastructure_support,0.7,"Die Publikation beschreibt Software-Komponenten wie den IDS Factory Connector und das Smart Factory Web, die primär der Schaffung einer Infrastruktur für sicheren, interoperablen und datensouveränen Datenaustausch in Industrie 4.0-Umgebungen dienen. Dies unterstützt Forschungs- und Entwicklungsprozesse, ohne selbst das primäre Forschungsprodukt zu sein."
lni101/47,software_type,e_learning_multimedia_system,0.9,"Die Software ist ein webbasiertes E-Learning-System mit Frontend (Animationen, Interaktivität) und impliziter Backend-Integration (z. B. Datenbereitstellung). Die Subkategorie 'full_stack_application' passt am besten, aber 'e_learning_multimedia_system' wäre präziser."
lni125/113,software_type,simulation_framework,0.7,"Die Software dient der numerischen und mathematischen Simulation von Pflanzenwachstum (z.B. L-Systeme, IFS) und kann als Framework für die Erzeugung komplexer botanischer Strukturen betrachtet werden. Die in Abschnitt 3 genannten Tools (z.B. Xfrog, L-Studio) sind Full-Stack-Anwendungen mit grafischer Benutzeroberfläche. Da 'numerical_mathematical' nicht alle Aspekte abdeckt, wird 'simulation_framework' als neue Subkategorie vorgeschlagen."
lni52/GI.-.Proceedings.52-4,software_type,authoring_toolchain,0.8,"Die Publikation beschreibt verschiedene Arten von Software: (1) Plugins/Erweiterungen (z. B. Word-Plugin für XML-Export, Abschnitt 3.1), (2) Full-Stack-Anwendungen (z. B. Adobe FrameMaker als integrierte Autorenumgebung, Abschnitt 3.2), (3) Datenaustausch-Standards (XML-Sprachen wie LMML, SMIL, MathML, Abschnitt 1) und (4) Middleware-Services (XSL-Transformationen, Exportfilter, Abschnitt 3.3). Da keine der Subkategorien die gesamte Toolchain zur Erstellung multimedialer Lehrmaterialien vollständig abdeckt, wird 'authoring_toolchain' als neue Subkategorie vorgeschlagen."
lni331/B1-7,techstack,go,0.9,"Die Implementierung nutzt Go (Tendermint Core ist in Go geschrieben, vgl. Abschnitt 3.2 und 3.3) sowie SQL-Datenbanken (PostgreSQL, MySQL). Go war nicht in den vorgegebenen Subkategorien enthalten, daher wird es als neue Subkategorie vorgeschlagen."
lni12/8,research_position,research_infrastructure_support,0.9,"Die Software dient primär der Unterstützung von Software-Entwicklungsprozessen, insbesondere der Integration von Analysemustern in CASE-Tools, was als Infrastruktur für Forschungs- und Entwicklungsprojekte betrachtet werden kann. Der Text betont die Schaffung von Werkzeugunterstützung für die Einbettung von Mustern in den Entwicklungsprozess (vgl. Abstract und Kapitel 3)."
lni65/GI-Proceedings.65-35,techstack,bpel_language,0.9,"Die Publikation erwähnt explizit SQL für Datenmanipulation und XML-Technologien (z. B. BPEL4WS als XML-basierte Sprache). BPEL als Prozesssprache ist nicht in den vorgegebenen Kategorien enthalten, daher wird eine neue Subkategorie vorgeschlagen."
lni338/45,software_type,text_extraction_tool,0.8,"Die Software wird als Tool zur Extraktion von Inhalten aus PDFs beschrieben, das NLP und Text Mining nutzt. Dies deutet auf ein Command Line Tool hin, das eine Analyse-Pipeline durchläuft. Da die genaue technische Umsetzung nicht explizit genannt wird, bleibt eine Unsicherheit. Eine präzisere Kategorie wäre 'text_extraction_tool'."
